Year,Driver,Team,Position,Points,GridPosition,IsWinner,IsPodium,IsTop10,Singapore_GP_Count,Singapore_GP_Wins,Singapore_GP_Podiums,Singapore_GP_Top10,Singapore_GP_Avg_Position,Singapore_GP_Avg_Points,Singapore_GP_Best_Position,Singapore_GP_Win_Rate,Singapore_GP_Podium_Rate,Singapore_GP_Top10_Rate,Singapore_GP_Avg_Grid_Position,Singapore_GP_Grid_Improvement,Singapore_GP_Position_Std,Singapore_GP_Consistency,Recent_Avg_Position,Recent_Avg_Points,Recent_Wins,Recent_Podiums,Recent_Top10,Recent_Win_Rate,Recent_Podium_Rate,Recent_Top10_Rate,Recent_Consistency,Driver_Experience_Years,Is_Rookie,Is_Veteran,Team_Singapore_GP_Count,Team_Singapore_GP_Wins,Team_Singapore_GP_Podiums,Team_Singapore_GP_Top10,Team_Singapore_GP_Avg_Position,Team_Singapore_GP_Avg_Points,Team_Singapore_GP_Best_Position,Team_Singapore_GP_Win_Rate,Team_Singapore_GP_Podium_Rate,Team_Singapore_GP_Top10_Rate,Team_Singapore_GP_Position_Std,Team_Singapore_GP_Consistency,Team_Singapore_GP_Finish_Rate,Team_Recent_Avg_Position,Team_Recent_Avg_Points,Team_Recent_Wins,Team_Recent_Podiums,Team_Recent_Top10,Team_Recent_Win_Rate,Team_Recent_Podium_Rate,Team_Recent_Top10_Rate,Team_Recent_Consistency,Team_Experience_Years,Is_New_Team,Is_Established_Team,Temperature_Avg_C,Humidity_Percent,Precipitation_mm,Wind_Speed_kmh,Weather_Condition,Data_Source,Is_Hot,Is_Cool,Is_Humid,Is_Dry,Is_Rainy,Is_Clear,Is_Windy,Weather_Severity,Temperature_Deviation,Humidity_Deviation,Circuit_Name,Circuit_Length_km,Turns,Lap_Record_Seconds,Overtaking_Difficulty,Tire_Degradation,Track_Temperature_Range,Safety_Car_Probability,DNF_Rate,Pit_Stop_Strategy,Track_Type,Is_Night_Race,Is_Street_Circuit,Is_High_Downforce,Is_Tight_Circuit,Total_Finishers,Total_Starters,DNF_Count,Safety_Car_Deployed,Average_Grid_Position,Grid_Position_Std,Position_Changes,High_Attrition_Race,Close_Competition,Grid_Spread
2011,MAS,Ferrari,9.0,2.0,6.0,0,0,1,2,0,0,1,10.5,2.0,8.0,0.0,0.0,0.5,12.5,2.0,3.5355339059327378,0.2204812092115424,10.5,2.0,0,0,1,0.0,0.0,0.5,0.2204812092115424,3,0,0,6,1,1,3,10.0,4.833333333333333,1.0,0.16666666666666666,0.16666666666666666,0.5,5.059644256269407,0.16502618927924417,0.8333333333333334,9.4,5.8,1,1,3,0.2,0.2,0.6,0.1559345385544079,3,0,1,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2012,MAS,Ferrari,8.0,4.0,13.0,0,0,1,3,0,0,2,10.0,2.0,8.0,0.0,0.0,0.6666666666666666,10.333333333333334,0.3333333333333339,2.6457513110645907,0.27429188517743175,10.0,2.0,0,0,2,0.0,0.0,0.6666666666666666,0.27429188517743175,4,0,0,8,1,1,5,9.125,5.375,1.0,0.125,0.125,0.625,4.764076885549662,0.17348831735866757,0.75,7.0,8.6,1,1,4,0.2,0.2,0.8,0.1774053291584318,4,0,1,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,MAS,Ferrari,6.0,8.0,6.0,0,0,1,4,0,0,3,9.5,2.5,8.0,0.0,0.0,0.75,11.0,1.5,2.3804761428476167,0.2958163163244893,9.5,2.5,0,0,3,0.0,0.0,0.75,0.2958163163244893,5,0,0,10,1,2,7,8.4,6.2,1.0,0.1,0.2,0.7,4.623610902506587,0.1778216909627006,0.8,6.4,7.4,0,1,5,0.0,0.2,1.0,0.27013511384464434,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,MAS,Williams,5.0,10.0,6.0,0,0,1,5,0,0,4,8.8,3.6,6.0,0.0,0.0,0.8,10.0,1.1999999999999993,2.588435821108957,0.27867295107174683,8.8,3.6,0,0,4,0.0,0.0,0.8,0.27867295107174683,6,0,1,12,0,1,5,11.166666666666666,1.5,2.0,0.0,0.08333333333333333,0.4166666666666667,5.201980974648606,0.16123880484116743,0.6666666666666666,15.4,0.0,0,0,0,0.0,0.0,0.0,0.18163482541075254,6,0,1,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2015,MAS,Williams,19.0,0.0,9.0,0,0,0,6,0,0,5,8.166666666666666,4.666666666666667,5.0,0.0,0.0,0.8333333333333334,9.333333333333334,1.1666666666666679,2.786873995477131,0.2640700485926794,7.2,5.6,0,0,5,0.0,0.0,1.0,0.37833392500911667,7,0,1,14,0,1,6,10.714285714285714,2.0,2.0,0.0,0.07142857142857142,0.42857142857142855,5.060078616424413,0.16501436091765148,0.7142857142857143,12.4,2.0,0,0,1,0.0,0.0,0.2,0.13989593640151518,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,MAS,Williams,12.0,0.0,11.0,0,0,0,7,0,0,5,9.714285714285714,4.0,5.0,0.0,0.0,0.7142857142857143,9.285714285714286,-0.42857142857142705,4.820590756130958,0.1718038669780516,9.4,4.8,0,0,4,0.0,0.0,0.8,0.15163829347457905,8,0,1,16,0,1,7,10.875,2.375,2.0,0.0,0.0625,0.4375,5.377421934967226,0.15680317378987077,0.6875,10.6,4.0,0,0,2,0.0,0.0,0.4,0.1449453396893802,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,MAS,Williams,11.0,0.0,17.0,0,0,0,8,0,0,5,10.0,3.5,5.0,0.0,0.0,0.625,9.5,-0.5,4.535573676110727,0.1806497498742707,10.0,4.4,0,0,3,0.0,0.0,0.6,0.14923419446018063,9,0,1,18,0,1,7,11.444444444444445,2.111111111111111,2.0,0.0,0.05555555555555555,0.3888888888888889,5.490336132667398,0.15407522500518323,0.6111111111111112,13.4,2.0,0,0,1,0.0,0.0,0.2,0.1391072219492311,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2008,FIS,Force India,14.0,0.0,20.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,28.0,71.4,5.8,2.6,Light Rain,Actual,0,0,0,0,1,0,0,3,0.5,8.599999999999994,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,5.2,1,0,19.0
2009,FIS,Ferrari,13.0,0.0,17.0,0,0,0,1,0,0,0,14.0,0.0,14.0,0.0,0.0,0.0,20.0,6.0,4.330030788530994,0.18762168081800862,14.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,2,0,0,0,14.0,0.0,13.0,0.0,0.0,0.0,1.4142135623730951,0.4142135623730951,0.5,14.0,0.0,0,0,0,0.0,0.0,0.0,0.4142135623730951,1,0,0,28.0,69.3,3.3,1.0,Light Rain,Actual,0,0,0,1,1,0,0,3,0.5,10.700000000000003,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,3.2,1,0,19.0
2008,RAI,Ferrari,15.0,0.0,3.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,28.0,71.4,5.8,2.6,Light Rain,Actual,0,0,0,0,1,0,0,3,0.5,8.599999999999994,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,5.2,1,0,19.0
2009,RAI,Ferrari,10.0,0.0,12.0,0,0,1,1,0,0,0,15.0,0.0,15.0,0.0,0.0,0.0,3.0,-12.0,4.330030788530994,0.18762168081800862,15.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,2,0,0,0,14.0,0.0,13.0,0.0,0.0,0.0,1.4142135623730951,0.4142135623730951,0.5,14.0,0.0,0,0,0,0.0,0.0,0.0,0.4142135623730951,1,0,0,28.0,69.3,3.3,1.0,Light Rain,Actual,0,0,0,1,1,0,0,3,0.5,10.700000000000003,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,3.2,1,0,19.0
2012,RAI,Lotus F1,6.0,8.0,12.0,0,0,1,2,0,0,1,12.5,0.0,10.0,0.0,0.0,0.5,7.5,-5.0,3.5355339059327378,0.2204812092115424,12.5,0.0,0,0,1,0.0,0.0,0.5,0.2204812092115424,4,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,4,1,0,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,RAI,Lotus F1,3.0,15.0,13.0,0,1,1,3,0,0,2,10.333333333333334,2.6666666666666665,6.0,0.0,0.0,0.6666666666666666,9.0,-1.333333333333334,4.509249752822894,0.18151291824946006,10.333333333333334,2.6666666666666665,0,0,2,0.0,0.0,0.6666666666666666,0.18151291824946006,5,0,0,2,0,0,2,6.5,7.0,6.0,0.0,0.0,1.0,0.7071067811865476,0.585786437626905,1.0,6.5,7.0,0,0,2,0.0,0.0,1.0,0.585786437626905,5,0,0,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,RAI,Ferrari,8.0,4.0,7.0,0,0,1,4,0,1,3,8.5,5.75,3.0,0.0,0.25,0.75,10.0,1.5,5.196152422706632,0.16139047779640892,8.5,5.75,0,1,3,0.0,0.25,0.75,0.16139047779640892,6,0,0,12,1,3,9,7.666666666666667,7.333333333333333,1.0,0.08333333333333333,0.25,0.75,4.599077641388016,0.17860084536211204,0.8333333333333334,5.6,9.4,0,2,5,0.0,0.4,1.0,0.24693857065004593,6,0,1,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2015,RAI,Ferrari,3.0,15.0,3.0,0,1,1,5,0,1,4,8.4,5.4,3.0,0.0,0.2,0.8,9.4,1.0,4.505552130427524,0.18163482541075254,8.4,5.4,0,1,4,0.0,0.2,0.8,0.18163482541075254,7,0,1,14,1,3,11,7.428571428571429,7.428571428571429,1.0,0.07142857142857142,0.21428571428571427,0.7857142857142857,4.345011033256519,0.18709035281274933,0.8571428571428571,5.6,9.2,0,1,5,0.0,0.2,1.0,0.27718637277259645,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,RAI,Ferrari,4.0,12.0,5.0,0,0,1,6,0,2,5,7.5,7.0,3.0,0.0,0.3333333333333333,0.8333333333333334,8.333333333333334,0.8333333333333339,4.5934736311423405,0.17877978264389754,6.0,8.4,0,2,5,0.0,0.4,1.0,0.2449655295864104,8,0,1,16,2,5,13,6.75,9.0,1.0,0.125,0.3125,0.8125,4.464676173400859,0.1829934598627214,0.875,4.4,12.8,1,2,5,0.2,0.4,1.0,0.27013511384464434,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,RAI,Ferrari,20.0,0.0,4.0,0,0,0,7,0,2,6,7.0,7.714285714285714,3.0,0.0,0.2857142857142857,0.8571428571428571,7.857142857142857,0.8571428571428568,4.396968652757639,0.1852891992413258,4.8,10.8,0,2,5,0.0,0.4,1.0,0.3156617132075351,9,0,1,18,2,5,15,6.5,9.222222222222221,1.0,0.1111111111111111,0.2777777777777778,0.8333333333333334,4.259936481161358,0.190116364252978,0.8888888888888888,4.2,13.2,1,2,5,0.2,0.4,1.0,0.27867295107174683,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,RAI,Ferrari,5.0,10.0,5.0,0,0,1,8,0,2,6,8.625,6.75,3.0,0.0,0.25,0.75,7.375,-1.25,6.13974173491268,0.14006108863995625,7.6,9.2,0,2,4,0.0,0.4,0.8,0.12147902324962609,10,0,1,20,2,5,15,7.75,8.3,1.0,0.1,0.25,0.75,5.580746978864502,0.1519584331705378,0.8,10.0,7.4,0,1,3,0.0,0.2,0.6,0.10779959523886555,10,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2019,RAI,Alfa Romeo Racing,18.0,0.0,12.0,0,0,0,9,0,2,7,8.222222222222221,7.111111111111111,3.0,0.0,0.2222222222222222,0.7777777777777778,7.111111111111111,-1.1111111111111107,5.868938953886337,0.14558289230889376,8.0,8.2,0,1,4,0.0,0.2,0.8,0.12556198186509598,11,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,11,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,17,20,3,0,10.5,5.916079783099616,2.6,0,0,19.0
2020,RAI,Alfa Romeo Racing,15.0,0.0,20.0,0,0,0,10,0,2,7,9.2,6.4,3.0,0.0,0.2,0.7,7.6,-1.5999999999999996,6.338594306135847,0.13626587848900346,10.0,7.4,0,1,3,0.0,0.2,0.6,0.10779959523886555,12,0,1,2,0,0,1,14.0,0.5,10.0,0.0,0.0,0.5,5.656854249492381,0.15022110482233483,0.5,14.0,0.5,0,0,1,0.0,0.0,0.5,0.15022110482233483,12,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,RAI,Alfa Romeo Racing,10.0,1.0,13.0,0,0,1,11,0,2,7,9.727272727272727,5.818181818181818,3.0,0.0,0.18181818181818182,0.6363636363636364,8.727272727272727,-1.0,6.262442160865186,0.1376947282814392,12.4,4.4,0,0,2,0.0,0.0,0.4,0.11853401430996838,13,0,1,4,0,0,1,15.0,0.25,10.0,0.0,0.0,0.25,3.559026084010437,0.2193450929151803,0.25,15.0,0.25,0,0,1,0.0,0.0,0.25,0.2193450929151803,13,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2008,TRU,Toyota,16.0,0.0,11.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,28.0,71.4,5.8,2.6,Light Rain,Actual,0,0,0,0,1,0,0,3,0.5,8.599999999999994,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,5.2,1,0,19.0
2009,TRU,Toyota,12.0,0.0,14.0,0,0,0,1,0,0,0,16.0,0.0,16.0,0.0,0.0,0.0,11.0,-5.0,4.330030788530994,0.18762168081800862,16.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,2,0,0,1,10.0,2.5,4.0,0.0,0.0,0.5,8.48528137423857,0.10542649822871226,0.5,10.0,2.5,0,0,1,0.0,0.0,0.5,0.10542649822871226,1,0,0,28.0,69.3,3.3,1.0,Light Rain,Actual,0,0,0,1,1,0,0,3,0.5,10.700000000000003,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,3.2,1,0,19.0
2010,TRU,Lotus,23.0,0.0,21.0,0,0,0,2,0,0,0,14.0,0.0,12.0,0.0,0.0,0.0,12.5,-1.5,2.8284271247461903,0.2612038749637414,14.0,0.0,0,0,0,0.0,0.0,0.0,0.2612038749637414,2,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,2,1,0,27.9,87.3,3.3,3.9,Light Rain,Actual,0,0,1,0,1,0,0,3,0.6000000000000014,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,24,14,1,12.5,7.0710678118654755,3.9166666666666665,1,0,23.0
2011,TRU,Lotus,22.0,0.0,20.0,0,0,0,3,0,0,0,17.0,0.0,12.0,0.0,0.0,0.0,15.333333333333334,-1.666666666666666,5.5677643628300215,0.15225881209433406,17.0,0.0,0,0,0,0.0,0.0,0.0,0.15225881209433406,3,0,0,2,0,0,0,19.5,0.0,16.0,0.0,0.0,0.0,4.949747468305833,0.1680743603534397,0.0,19.5,0.0,0,0,0,0.0,0.0,0.0,0.1680743603534397,3,0,0,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2008,SUT,Force India,17.0,0.0,19.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,28.0,71.4,5.8,2.6,Light Rain,Actual,0,0,0,0,1,0,0,3,0.5,8.599999999999994,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,5.2,1,0,19.0
2009,SUT,Force India,18.0,0.0,15.0,0,0,0,1,0,0,0,17.0,0.0,17.0,0.0,0.0,0.0,19.0,2.0,4.330030788530994,0.18762168081800862,17.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,2,0,0,0,15.5,0.0,14.0,0.0,0.0,0.0,2.1213203435596424,0.32037724101704074,0.5,15.5,0.0,0,0,0,0.0,0.0,0.0,0.32037724101704074,1,0,0,28.0,69.3,3.3,1.0,Light Rain,Actual,0,0,0,1,1,0,0,3,0.5,10.700000000000003,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,3.2,1,0,19.0
2010,SUT,Force India,9.0,2.0,15.0,0,0,1,2,0,0,0,17.5,0.0,17.0,0.0,0.0,0.0,17.0,-0.5,0.7071067811865476,0.585786437626905,17.5,0.0,0,0,0,0.0,0.0,0.0,0.585786437626905,2,0,0,4,0,0,0,15.75,0.0,14.0,0.0,0.0,0.0,2.0615528128088303,0.3266316347104093,0.5,15.75,0.0,0,0,0,0.0,0.0,0.0,0.3266316347104093,2,0,0,27.9,87.3,3.3,3.9,Light Rain,Actual,0,0,1,0,1,0,0,3,0.6000000000000014,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,24,14,1,12.5,7.0710678118654755,3.9166666666666665,1,0,23.0
2011,SUT,Force India,8.0,4.0,9.0,0,0,1,3,0,0,1,14.666666666666666,0.6666666666666666,9.0,0.0,0.0,0.3333333333333333,16.333333333333332,1.666666666666666,4.932882862316248,0.1685521226706963,14.666666666666666,0.6666666666666666,0,0,1,0.0,0.0,0.3333333333333333,0.1685521226706963,3,0,0,6,0,0,1,16.0,0.3333333333333333,9.0,0.0,0.0,0.16666666666666666,5.019960159204453,0.16611405616547328,0.5,16.4,0.4,0,0,1,0.0,0.0,0.2,0.15373868866242846,3,0,1,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2013,SUT,Force India,10.0,1.0,15.0,0,0,1,4,0,0,2,13.0,1.5,8.0,0.0,0.0,0.5,14.5,1.5,5.228129047119374,0.16056186254883698,13.0,1.5,0,0,2,0.0,0.0,0.5,0.16056186254883698,5,0,0,10,0,0,4,12.8,2.6,4.0,0.0,0.0,0.4,6.106462878695726,0.14071698073564462,0.6,11.2,4.8,0,0,3,0.0,0.0,0.6,0.11019706690458785,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,SUT,Sauber,19.0,0.0,17.0,0,0,0,5,0,0,3,12.4,1.4,8.0,0.0,0.0,0.6,14.6,2.1999999999999993,4.722287581247038,0.17475528550455577,12.4,1.4,0,0,3,0.0,0.0,0.6,0.17475528550455577,6,0,1,8,0,0,3,13.375,0.5,9.0,0.0,0.0,0.375,4.2067123233504535,0.1920597755161769,0.5,11.6,0.6,0,0,2,0.0,0.0,0.4,0.3253467076765976,6,0,1,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2008,WEB,Red Bull,18.0,0.0,13.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,1,0,28.0,71.4,5.8,2.6,Light Rain,Actual,0,0,0,0,1,0,0,3,0.5,8.599999999999994,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,5.2,1,0,19.0
2009,WEB,Red Bull,17.0,0.0,4.0,0,0,0,1,0,0,0,18.0,0.0,18.0,0.0,0.0,0.0,13.0,-5.0,4.330030788530994,0.18762168081800862,18.0,0.0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,2,0,0,1,12.5,1.0,7.0,0.0,0.0,0.5,7.7781745930520225,0.11391890072356342,0.5,12.5,1.0,0,0,1,0.0,0.0,0.5,0.11391890072356342,1,0,0,28.0,69.3,3.3,1.0,Light Rain,Actual,0,0,0,1,1,0,0,3,0.5,10.700000000000003,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,20,6,1,10.5,5.916079783099616,3.2,1,0,19.0
2010,WEB,Red Bull,3.0,15.0,5.0,0,1,1,2,0,0,0,17.5,0.0,17.0,0.0,0.0,0.0,8.5,-9.0,0.7071067811865476,0.585786437626905,17.5,0.0,0,0,0,0.0,0.0,0.0,0.585786437626905,2,0,0,4,0,0,2,11.5,1.75,4.0,0.0,0.0,0.5,7.047458170621991,0.12426283912236971,0.5,11.5,1.75,0,0,2,0.0,0.0,0.5,0.12426283912236971,2,0,0,27.9,87.3,3.3,3.9,Light Rain,Actual,0,0,1,0,1,0,0,3,0.6000000000000014,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,24,14,1,12.5,7.0710678118654755,3.9166666666666665,1,0,23.0
